,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Condo/Co-op,1150 Folsom St #4,San Francisco,CA,94103,1149000,1.0,1.5,South of Market,1200.0,,2000.0,1.0,958.0,524.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1150-Folsom-St-94103/unit-4/home/12397407,San Francisco MLS,493955,N,Y,37.7759504,-122.4092942
1,MLS Listing,,Condo/Co-op,855 Folsom St #523,San Francisco,CA,94107,1450000,2.0,2.0,Yerba Buena,1396.0,,2001.0,6.0,1039.0,681.0,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-523/home/12398115,San Francisco MLS,493750,N,Y,37.7807672,-122.4021418
2,MLS Listing,,Condo/Co-op,1015 Ashbury St #1,San Francisco,CA,94117,1798000,2.0,2.0,Buena Vista Park,1884.0,,1913.0,13.0,954.0,312.0,Active,,,http://www.redfin.com/CA/San-Francisco/1015-Ashbury-St-94117/unit-1/home/12277468,San Francisco MLS,493516,N,Y,37.7643219,-122.4463477
3,MLS Listing,,Single Family Residential,259 Wilson St,SAN FRANCISCO,CA,94112,899000,2.0,1.0,SAN FRANCISCO,880.0,2495.0,1914.0,34.0,1022.0,,Active,,,http://www.redfin.com/CA/San-Francisco/259-Wilson-St-94112/home/834893,MLSListings,ML81777625,N,Y,37.709466,-122.4620937
4,MLS Listing,,Multi-Family (2-4 Unit),2437-2441 Post St,San Francisco,CA,94115,2499000,9.0,3.0,Lower Pacific Height,4260.0,3438.0,1895.0,41.0,587.0,,Active,,,http://www.redfin.com/CA/San-Francisco/2437-Post-St-94115/home/1260982,San Francisco MLS,493030,N,Y,37.7837411,-122.4419644
5,Redfin Data,,Condo/Co-op,99 Mirabel Ave,San Francisco,CA,94110,1495000,2.0,2.0,San Francisco,1492.0,2100.0,1975.0,1.0,1002.0,350.0,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/99-Mirabel-Ave-94110/home/144063959,Coming Soon,48603,N,Y,37.7466961,-122.4150507
6,Redfin Data,,Condo/Co-op,1190 Sacramento St #3,San Francisco,CA,94108,1945000,2.0,2.0,San Francisco,1519.0,,1955.0,1.0,1280.0,1250.0,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/1190-Sacramento-St-94108/unit-3/home/12400895,Coming Soon,48782,N,Y,37.7926793,-122.4124541
7,Redfin Data,,Condo/Co-op,4125 24th St #2,San Francisco,CA,94114,895000,2.0,1.0,San Francisco,756.0,3144.0,1965.0,5.0,1184.0,300.0,Pre On-Market,,,http://www.redfin.com/CA/San-Francisco/4125-24th-St-94114/unit-2/home/28942957,Coming Soon,48499,N,Y,37.7510151,-122.4347067
8,MLS Listing,,Condo/Co-op,2870 Washington St,San Francisco,CA,94115,3349000,3.0,3.0,Pacific Heights,2550.0,,1900.0,1.0,1313.0,600.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/2870-Washington-St-94115/home/17583564,San Francisco MLS,494018,N,Y,37.7909003,-122.4405331
9,MLS Listing,,Single Family Residential,53 Clarendon Ave,San Francisco,CA,94114,4495000,4.0,4.0,Clarendon Heights,3500.0,4656.0,1920.0,1.0,1284.0,,Active,,,http://www.redfin.com/CA/San-Francisco/53-Clarendon-Ave-94114/home/1652905,San Francisco MLS,493915,N,Y,37.7586984,-122.4499749
10,MLS Listing,,Condo/Co-op,256 Presidio Ave #5,San Francisco,CA,94115,1095000,2.0,1.0,Pacific Heights,964.0,,1902.0,1.0,1136.0,400.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/256-Presidio-Ave-94115/unit-5/home/1898858,San Francisco MLS,493991,N,Y,37.7893232,-122.44690359999998
11,MLS Listing,,Single Family Residential,53 Miramar Ave,San Francisco,CA,94112,899000,3.0,1.5,Ingleside,1440.0,2809.0,1907.0,1.0,624.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/53-Miramar-Ave-94112/home/1380268,San Francisco MLS,493988,N,Y,37.7192426,-122.45843390000002
12,MLS Listing,,Single Family Residential,234 Laussat St,San Francisco,CA,94117,1475000,2.0,2.0,Hayes Valley,1555.0,1125.0,1890.0,1.0,949.0,,Active,January-23-2020 05:30 PM,January-23-2020 07:00 PM,http://www.redfin.com/CA/San-Francisco/234-Laussat-St-94117/home/1401903,San Francisco MLS,493705,N,Y,37.7716479,-122.4309977
13,MLS Listing,,Single Family Residential,1723-1725 10th Ave,San Francisco,CA,94122,1850000,4.0,2.25,Inner Sunset,2080.0,2996.0,1913.0,1.0,889.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1723-10th-Ave-94122/home/1173973,San Francisco MLS,493979,N,Y,37.7559694,-122.46715
14,MLS Listing,,Condo/Co-op,555 4th St #538,San Francisco,CA,94107,765000,1.0,1.0,South Beach,,,,1.0,,602.0,Active,January-25-2020 01:00 PM,January-25-2020 03:00 PM,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-538/home/12402324,San Francisco MLS,492894,N,Y,37.7794218,-122.3967124
15,MLS Listing,,Condo/Co-op,188 Minna St Unit 27C,San Francisco,CA,94105,2530000,2.0,2.0,Yerba Buena,1670.0,,2005.0,1.0,1515.0,2579.0,Active,,,http://www.redfin.com/CA/San-Francisco/188-Minna-St-94105/unit-27C/home/22855015,San Francisco MLS,493976,N,Y,37.78614620000001,-122.4013007
16,MLS Listing,,Single Family Residential,1914 34th Ave,San Francisco,CA,94116,1088000,4.0,2.0,Parkside,800.0,2996.0,1942.0,1.0,1360.0,,Active,January-26-2020 02:00 PM,January-26-2020 05:00 PM,http://www.redfin.com/CA/San-Francisco/1914-34th-Ave-94116/home/1386157,San Francisco MLS,493977,N,Y,37.7513304,-122.4921794
17,MLS Listing,,Single Family Residential,178 Brighton Ave,SAN FRANCISCO,CA,94112,1495000,3.0,4.0,SAN FRANCISCO,2809.0,2809.0,1967.0,1.0,532.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/178-Brighton-Ave-94112/home/1150865,MLSListings,ML81779760,N,Y,37.7214676,-122.4548663
18,MLS Listing,,Condo/Co-op,1561 Sacramento St,San Francisco,CA,94109,1895000,3.0,2.5,Nob Hill,1840.0,,1910.0,1.0,1030.0,440.0,Active,January-23-2020 04:30 PM,January-23-2020 06:00 PM,http://www.redfin.com/CA/San-Francisco/1561-Sacramento-St-94109/home/1698922,San Francisco MLS,493965,N,Y,37.791548,-122.418445
19,MLS Listing,,Condo/Co-op,229 Brannan St Unit 3C,San Francisco,CA,94107,1550000,2.0,2.0,South Beach,1387.0,,2001.0,1.0,1118.0,1237.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/229-Brannan-St-94107/unit-3C/home/1924581,San Francisco MLS,493713,N,Y,37.7824513,-122.3902228
20,MLS Listing,,Condo/Co-op,1050 North Point St #1201,San Francisco,CA,94109,2220000,2.0,2.0,Russian Hill,1166.0,,1963.0,1.0,1904.0,1670.0,Active,,,http://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-1201/home/12400979,San Francisco MLS,493910,N,Y,37.8054264,-122.4248135
21,MLS Listing,,Condo/Co-op,575 27th St Unit C,San Francisco,CA,94131,2350000,3.0,2.5,Noe Valley,2300.0,,1986.0,1.0,1022.0,321.0,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/575-27th-St-94131/unit-C/home/169416403,San Francisco MLS,493925,N,Y,37.7463562,-122.4328558
22,MLS Listing,,Condo/Co-op,2831 Polk St #3,San Francisco,CA,94109,895000,1.0,1.0,Russian Hill,,,1924.0,1.0,,293.0,Active,January-23-2020 05:30 PM,January-23-2020 07:00 PM,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-3/home/110052102,San Francisco MLS,493923,N,Y,37.8028824,-122.4234851
23,MLS Listing,,Condo/Co-op,1450 Green St #7,San Francisco,CA,94109,1695000,2.0,1.5,Russian Hill,1465.0,,1927.0,1.0,1157.0,1110.0,Active,January-26-2020 02:00 AM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1450-Green-St-94109/unit-7/home/148073079,San Francisco MLS,493945,N,Y,37.797981,-122.423061
24,MLS Listing,,Condo/Co-op,1868 Van Ness Ave #702,San Francisco,CA,94109,1595000,2.0,2.0,Nob Hill,1105.0,,2017.0,1.0,1443.0,797.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1868-Van-Ness-Ave-94109/unit-702/home/167259017,San Francisco MLS,493944,N,Y,37.7929464,-122.42243700000002
25,MLS Listing,,Single Family Residential,255 Chestnut St,San Francisco,CA,94133,11000000,4.0,3.5,Telegraph Hill,5390.0,3550.0,1952.0,1.0,2041.0,,Active,,,http://www.redfin.com/CA/San-Francisco/255-Chestnut-St-94133/home/890364,San Francisco MLS,485977,N,Y,37.8043164,-122.407548
26,MLS Listing,,Multi-Family (2-4 Unit),89 Belle Ave,San Francisco,CA,94132,1950000,,,Ingleside Heights,4533.0,11247.0,1947.0,1.0,430.0,,Active,,,http://www.redfin.com/CA/San-Francisco/89-Belle-Ave-94132/home/12396741,San Francisco MLS,493938,N,Y,37.7085614,-122.4707176
27,MLS Listing,,Condo/Co-op,1452 Bush #1,San Francisco,CA,94109,1149000,2.0,2.5,Nob Hill,1176.0,,2004.0,1.0,977.0,609.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1452-Bush-St-94109/unit-1/home/866149,Bridge MLS,40892887,N,Y,37.78883870000001,-122.4212696
28,MLS Listing,,Single Family Residential,166 Staples Ave,San Francisco,CA,94112,1095000,2.0,2.0,Sunnyside,902.0,2809.0,1924.0,1.0,1214.0,,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/166-Staples-Ave-94112/home/695454,San Francisco MLS,493861,N,Y,37.729261,-122.445817
29,MLS Listing,,Condo/Co-op,1542 Howard St,San Francisco,CA,94103,965000,2.0,1.0,South of Market,1207.0,,1912.0,1.0,800.0,475.0,Active,,,http://www.redfin.com/CA/San-Francisco/1542-Howard-St-94103/home/110052338,San Francisco MLS,493902,N,Y,37.772644,-122.4162489
30,MLS Listing,,Multi-Family (2-4 Unit),33-37 29th St,San Francisco,CA,94110,3300000,5.0,2.0,Bernal Heights,4500.0,1572.0,1908.0,2.0,733.0,,Active,,,http://www.redfin.com/CA/San-Francisco/33-29th-St-94110/home/22045708,San Francisco MLS,493912,N,Y,37.7438325,-122.4216653
31,MLS Listing,,Condo/Co-op,2917 24th St #202,San Francisco,CA,94110,995000,3.0,2.0,Inner Mission,980.0,,,2.0,1015.0,341.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/2917-24th-St-94110/unit-202/home/21966332,San Francisco MLS,493897,N,Y,37.7524819,-122.41053909999998
32,MLS Listing,,Single Family Residential,4085 20th St,San Francisco,CA,94114,4600000,3.0,4.5,Eureka Valley/Dolore,3720.0,2850.0,,2.0,1237.0,,Active,January-23-2020 05:30 PM,January-23-2020 06:30 PM,http://www.redfin.com/CA/San-Francisco/4085-20th-St-94114/home/1820687,San Francisco MLS,493772,N,Y,37.757612,-122.43188
33,MLS Listing,,Single Family Residential,250 Cumberland St,San Francisco,CA,94114,6995000,5.0,4.5,Eureka Valley/Dolore,4004.0,2848.0,,2.0,1747.0,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Cumberland-St-94114/home/955396,San Francisco MLS,493817,N,Y,37.75906079999999,-122.4293002
34,MLS Listing,,Condo/Co-op,3120 Franklin St #2,San Francisco,CA,94123,899000,1.0,1.0,Marina,843.0,,1924.0,2.0,1066.0,332.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/3120-Franklin-St-94123/unit-2/home/69371377,San Francisco MLS,493891,N,Y,37.8034101,-122.42631090000002
35,MLS Listing,,Condo/Co-op,2920 Franklin St,San Francisco,CA,94123,2700000,2.0,3.0,Marina,2021.0,,2019.0,2.0,1336.0,350.0,Active,January-23-2020 05:00 PM,January-23-2020 06:30 PM,http://www.redfin.com/CA/San-Francisco/2920-Franklin-St-94123/home/1594444,San Francisco MLS,493889,N,Y,37.801537,-122.425995
36,MLS Listing,,Condo/Co-op,1865 Clay St #6,San Francisco,CA,94109,1750000,3.0,2.0,Pacific Heights,1720.0,,1914.0,2.0,1017.0,765.0,Active,,,http://www.redfin.com/CA/San-Francisco/1865-Clay-St-94109/unit-6/home/103688672,San Francisco MLS,493888,N,Y,37.7917586,-122.4238108
37,MLS Listing,,Single Family Residential,119 Otsego Ave,San Francisco,CA,94112,1450000,4.0,3.0,Mission Terrace,2771.0,4625.0,1913.0,2.0,523.0,,Active,,,http://www.redfin.com/CA/San-Francisco/119-Otsego-Ave-94112/home/1102492,Bridge MLS,40892821,N,Y,37.7255435,-122.439591
38,MLS Listing,,Condo/Co-op,53 States St,San Francisco,CA,94114,2395000,3.0,3.5,Corona Heights,2170.0,,2019.0,2.0,1104.0,375.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/53-States-St-94114/home/1992954,San Francisco MLS,493887,N,Y,37.763176,-122.436456
39,MLS Listing,,Condo/Co-op,137 Pierce St,San Francisco,CA,94117,1399000,3.0,1.5,Hayes Valley,1750.0,,1909.0,3.0,799.0,531.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/137-Pierce-St-94117/home/52059154,San Francisco MLS,493875,N,Y,37.771235,-122.4339386
40,MLS Listing,,Condo/Co-op,7 Burnett #1,San Francisco,CA,94131,1990000,2.0,2.0,Twin Peaks,2686.0,,1983.0,4.0,741.0,983.0,Active,,,http://www.redfin.com/CA/San-Francisco/7-Burnett-Ave-94131/unit-1/home/675412,San Francisco MLS,493857,N,Y,37.756832,-122.444568
41,MLS Listing,,Single Family Residential,2515 Folsom St,San Francisco,CA,94110,1250000,2.0,1.0,Inner Mission,1755.0,3672.0,1876.0,4.0,712.0,,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/2515-Folsom-St-94110/home/1814283,San Francisco MLS,493867,N,Y,37.7569986,-122.4142295
42,MLS Listing,,Condo/Co-op,900 Green St #400,San Francisco,CA,94133,2495000,3.0,2.5,Russian Hill,,,1989.0,4.0,,1404.0,Active,January-24-2020 12:30 PM,January-24-2020 01:30 PM,http://www.redfin.com/CA/San-Francisco/900-Green-St-94133/unit-400/home/1778606,San Francisco MLS,493807,N,Y,37.79904000000001,-122.4143269
43,MLS Listing,,Single Family Residential,1827 Silliman St,San Francisco,CA,94134,1598888,5.0,3.5,Portola,2494.0,2748.0,1992.0,4.0,641.0,,Active,January-25-2020 01:00 PM,January-25-2020 03:00 PM,http://www.redfin.com/CA/San-Francisco/1827-Silliman-St-94134/home/170345797,San Francisco MLS,493491,N,Y,37.72603,-122.423517
44,MLS Listing,,Single Family Residential,675 Prentiss St,SAN FRANCISCO,CA,94110,1125000,3.0,1.0,SAN FRANCISCO,1204.0,1751.0,1959.0,5.0,934.0,,Active,,,http://www.redfin.com/CA/San-Francisco/675-Prentiss-St-94110/home/1961377,MLSListings,ML81779511,N,Y,37.734886,-122.4122937
45,MLS Listing,,Condo/Co-op,4658 18th St,San Francisco,CA,94114,1895000,3.0,3.0,Eureka Valley/Dolore,1806.0,,,5.0,1049.0,250.0,Active,January-23-2020 04:30 PM,January-23-2020 06:00 PM,http://www.redfin.com/CA/San-Francisco/4658-18th-St-94114/home/1873301,San Francisco MLS,493856,N,Y,37.760648,-122.44246
46,MLS Listing,,Single Family Residential,36 Macondray Ln,San Francisco,CA,94133,3995000,4.0,3.0,Russian Hill,3373.0,1402.0,1900.0,5.0,1184.0,,Active,,,http://www.redfin.com/CA/San-Francisco/36-Macondray-Ln-94133/home/1851841,San Francisco MLS,493853,N,Y,37.79946760000001,-122.4147292
47,MLS Listing,,Single Family Residential,481 36th Ave,San Francisco,CA,94121,1199000,4.0,1.5,Outer Richmond,,2696.0,1918.0,5.0,,,Active,January-23-2020 04:00 PM,January-23-2020 05:30 PM,http://www.redfin.com/CA/San-Francisco/481-36th-Ave-94121/home/2018538,San Francisco MLS,491912,N,Y,37.7799323,-122.4967617
48,MLS Listing,,Condo/Co-op,1772 Sanchez St,San Francisco,CA,94131,1175000,2.0,1.0,Glen Park,1060.0,,1903.0,5.0,1108.0,265.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1772-Sanchez-St-94131/home/17395469,San Francisco MLS,493133,N,Y,37.740729,-122.429026
49,MLS Listing,,Single Family Residential,63 Sunview Dr,San Francisco,CA,94131,1695000,3.0,2.5,Midtown Terrace,,2949.0,1956.0,5.0,,,Active,January-23-2020 05:30 PM,January-23-2020 07:00 PM,http://www.redfin.com/CA/San-Francisco/63-Sunview-Dr-94131/home/1120553,San Francisco MLS,493798,N,Y,37.7473506,-122.4460824
50,MLS Listing,,Condo/Co-op,488 Folsom St #4006,San Francisco,CA,94105,2150000,2.0,2.0,South Beach,1142.0,,2019.0,5.0,1883.0,1633.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4006/home/169571682,San Francisco MLS,493852,N,Y,37.787507700000006,-122.3944713
51,MLS Listing,,Condo/Co-op,488 Folsom #4701,San Francisco,CA,94105,4295000,3.0,3.0,South Beach,2159.0,,2019.0,5.0,1989.0,1908.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4701/home/169571714,San Francisco MLS,493851,N,Y,37.787507700000006,-122.3944713
52,MLS Listing,,Condo/Co-op,51 Innes Ct #306,San Francisco,CA,94124,799000,2.0,2.0,Hunters Point,1180.0,,2017.0,5.0,677.0,576.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/51-Innes-Ct-94124/unit-306/home/145666155,San Francisco MLS,493850,N,Y,37.72721170000001,-122.367848
53,MLS Listing,,Single Family Residential,128 Tara St,San Francisco,CA,94112,948000,2.0,1.0,Ingleside,1002.0,2587.0,1938.0,5.0,946.0,,Active,,,http://www.redfin.com/CA/San-Francisco/128-Tara-St-94112/home/819349,San Francisco MLS,493832,N,Y,37.72105870000001,-122.4489023
54,MLS Listing,,Condo/Co-op,488 Folsom St #3703,San Francisco,CA,94105,1825000,1.0,1.5,South Beach,916.0,,2019.0,5.0,1992.0,1572.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-3703/home/166736707,San Francisco MLS,493848,N,Y,37.787507700000006,-122.3944713
55,MLS Listing,,Condo/Co-op,1612 Dolores St,San Francisco,CA,94110,1695000,3.0,2.0,Noe Valley,,,,5.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/1612-Dolores-St-94110/home/169223121,San Francisco MLS,493842,N,Y,37.7435548,-122.4245904
56,MLS Listing,,Multi-Family (5+ Unit),99 Jersey St,San Francisco,CA,94114,6900000,,,Noe Valley,8539.0,,1927.0,5.0,808.0,,Active,,,http://www.redfin.com/CA/San-Francisco/99-Jersey-St-94114/home/1318898,San Francisco MLS,493341,N,Y,37.7507685,-122.4270211
57,MLS Listing,,Condo/Co-op,1332 Scott St Unit B,San Francisco,CA,94115,649000,1.0,1.0,Western Addition,709.0,,1986.0,5.0,915.0,514.0,Active,January-23-2020 06:00 PM,January-23-2020 07:00 PM,http://www.redfin.com/CA/San-Francisco/1332-Scott-St-94115/unit-B/home/170336964,San Francisco MLS,493840,N,Y,37.7821502,-122.43751740000002
58,MLS Listing,,Single Family Residential,1530 Eucalyptus Dr,San Francisco,CA,94132,1329950,0.0,1.0,Lakeshore,1213.0,2552.0,1950.0,5.0,1096.0,,Active,,,http://www.redfin.com/CA/San-Francisco/1530-Eucalyptus-Dr-94132/home/1962319,Bridge MLS,40892681,N,Y,37.73103370000001,-122.4876091
59,MLS Listing,,Condo/Co-op,1610 Dolores St,San Francisco,CA,94110,1595000,3.0,2.0,Noe Valley,,,,5.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/1610-Dolores-St-94110/home/169223077,San Francisco MLS,493839,N,Y,37.743507,-122.4245601
60,MLS Listing,,Condo/Co-op,1608 Dolores St,San Francisco,CA,94110,1395000,2.0,2.0,Noe Valley,,,,5.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/1608-Dolores-St-94110/home/1114934,San Francisco MLS,493837,N,Y,37.74351400000001,-122.42476299999998
61,MLS Listing,,Multi-Family (2-4 Unit),523-525 Munich St,San Francisco,CA,94112,1578000,4.0,4.0,Excelsior,2300.0,2500.0,1900.0,5.0,686.0,,Active,,,http://www.redfin.com/CA/San-Francisco/523-Munich-St-94112/home/788196,San Francisco MLS,493833,N,Y,37.7172515,-122.429228
62,MLS Listing,,Condo/Co-op,523-525 Munich St #525,San Francisco,CA,94112,829000,2.0,2.0,Excelsior,1087.0,,1900.0,5.0,763.0,300.0,Active,,,http://www.redfin.com/CA/San-Francisco/523-Munich-St-94112/unit-525/home/169225605,San Francisco MLS,493834,N,Y,37.7172515,-122.429228
63,MLS Listing,,Condo/Co-op,999 Green St #2001,San Francisco,CA,94109,2588000,2.0,2.0,Russian Hill,1300.0,,1964.0,5.0,1991.0,1881.0,Active,,,http://www.redfin.com/CA/San-Francisco/999-Green-St-94133/unit-2001/home/542575,San Francisco MLS,493711,N,Y,37.7984466,-122.4152176
64,MLS Listing,,Condo/Co-op,901 Bush St #104,San Francisco,CA,94109,569000,0.0,1.0,Downtown,,,1909.0,5.0,,380.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/901-Bush-St-94109/unit-104/home/21966730,San Francisco MLS,493829,N,Y,37.7895221,-122.4122771
65,MLS Listing,,Condo/Co-op,200 Townsend St #49,San Francisco,CA,94107,998000,1.0,2.0,South Beach,931.0,,2003.0,5.0,1072.0,637.0,Active,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-49/home/2070293,San Francisco MLS,493795,N,Y,37.7788841,-122.3933041
66,MLS Listing,,Single Family Residential,155 Caselli Ave,San Francisco,CA,94114,2795000,3.0,2.0,Eureka Valley/Dolore,,,,5.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/155-Caselli-Ave-94114/home/1840546,San Francisco MLS,493828,N,Y,37.759413,-122.44208
67,MLS Listing,,Condo/Co-op,731 47th Ave #2,San Francisco,CA,94121,970000,2.0,1.0,Outer Richmond,1125.0,,1929.0,5.0,862.0,400.0,Active,January-23-2020 04:30 PM,January-23-2020 05:30 PM,http://www.redfin.com/CA/San-Francisco/731-47th-Ave-94121/unit-2/home/11743527,San Francisco MLS,493811,N,Y,37.7745632,-122.5083036
68,MLS Listing,,Condo/Co-op,2255 Franklin St,San Francisco,CA,94109,2498000,3.0,3.0,Pacific Heights,2564.0,,1900.0,5.0,974.0,,Active,,,http://www.redfin.com/CA/San-Francisco/2255-Franklin-St-94109/home/563624,San Francisco MLS,493812,N,Y,37.795231,-122.425328
69,MLS Listing,,Condo/Co-op,650 Delancey St #216,San Francisco,CA,94107,1875000,2.0,2.0,South Beach,1565.0,,1996.0,5.0,1198.0,653.0,Active,January-26-2020 01:00 PM,January-26-2020 03:00 PM,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-216/home/12396166,San Francisco MLS,493810,N,Y,37.7827748,-122.3896883
70,MLS Listing,,Condo/Co-op,2230 Mason St Unit M202,San Francisco,CA,94133,1150000,2.0,2.0,North Beach,1071.0,,2001.0,5.0,1074.0,757.0,Active,January-26-2020 02:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-M202/home/910018,San Francisco MLS,493796,N,Y,37.8043048,-122.4130191
71,MLS Listing,,Townhouse,1177 Tennessee St,San Francisco,CA,94107,1850000,4.0,3.0,Central Waterfront,1876.0,,2009.0,5.0,986.0,636.0,Active,January-25-2020 02:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1177-Tennessee-St-94107/home/40138232,San Francisco MLS,493781,N,Y,37.7570363,-122.3888585
72,MLS Listing,,Single Family Residential,50 Mirando Way,San Francisco,CA,94112,1495000,4.0,3.0,Bernal Heights,1865.0,1925.0,1965.0,5.0,802.0,,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Mirando-Way-94112/home/1389733,San Francisco MLS,493803,N,Y,37.7325096,-122.4289295
73,MLS Listing,,Single Family Residential,680 Sanchez St,San Francisco,CA,94114,3500000,3.0,3.0,Eureka Valley/Dolore,2152.0,2240.0,1909.0,5.0,1626.0,,Active,,,http://www.redfin.com/CA/San-Francisco/680-Sanchez-St-94114/home/1003991,San Francisco MLS,493802,N,Y,37.75823670000001,-122.430622
74,MLS Listing,,Vacant Land,1323 Cortland Ave,San Francisco,CA,94110,600000,,,Bernal Heights,,2374.0,,5.0,,,Active,,,http://www.redfin.com/CA/San-Francisco/1323-Cortland-Ave-94110/home/79880316,San Francisco MLS,493702,N,Y,37.74002700000001,-122.411047
75,MLS Listing,,Single Family Residential,1325 Cortland Ave,San Francisco,CA,94110,1399000,2.0,2.0,Bernal Heights,1500.0,2374.0,1925.0,5.0,933.0,,Active,January-23-2020 05:00 PM,January-23-2020 06:30 PM,http://www.redfin.com/CA/San-Francisco/1325-Cortland-Ave-94110/home/762834,San Francisco MLS,493701,N,Y,37.7399673,-122.4109994
76,MLS Listing,,Condo/Co-op,1247 Harrison St #28,San Francisco,CA,94103,969000,1.0,1.5,South of Market,1083.0,,2004.0,5.0,895.0,647.0,Active,January-25-2020 01:00 PM,January-25-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/1247-Harrison-St-94103/unit-28/home/22885799,San Francisco MLS,493799,N,Y,37.7729233,-122.4088965
77,MLS Listing,,Condo/Co-op,60 Ora Way Unit H205,San Francisco,CA,94131,301316,0.0,1.0,Diamond Heights,480.0,,1975.0,5.0,628.0,565.0,Active,January-23-2020 05:00 PM,January-23-2020 07:00 PM,http://www.redfin.com/CA/San-Francisco/60-Ora-Way-94131/unit-H205/home/1664677,San Francisco MLS,493774,N,Y,37.7410125,-122.43800159999998
78,MLS Listing,,Condo/Co-op,2001 McAllister St #101,San Francisco,CA,94118,1099000,2.0,2.0,North Panhandle,1003.0,,2002.0,5.0,1096.0,822.0,Active,January-26-2020 01:00 PM,January-26-2020 04:00 PM,http://www.redfin.com/CA/San-Francisco/2001-McAllister-St-94118/unit-101/home/12399744,San Francisco MLS,493719,N,Y,37.7763812,-122.4456902
