,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,SQUARE FEET,LOT SIZE,YEAR BUILT,shortesttime,BEDS,BATHS,medianhouseholdincome,averagehouseholdincome,percapitaincome,highincomehouseholds,walk,price/psf,differential
1151,Condo/Co-op,555 Laurel Ave #110,SAN MATEO,94401,1778000,2070,,1980,29,2.0,2.5,89176,119222,43426,16.8%,60,858.9371980676328,53497.15016576345
1152,Condo/Co-op,58 N El Camino Real #208,SAN MATEO,94401,978000,1150,,1979,29,2.0,2.0,89176,119222,43426,16.8%,60,850.4347826086956,147009.45852984767
1153,Single Family Residential,240 - 242 N Delaware St,SAN MATEO,94401,1499000,2062,6050.0,1902,29,4.0,3.0,89176,119222,43426,16.8%,60,726.9641125121242,64272.461931998376
1154,Single Family Residential,418 Williams Pl,SAN MATEO,94401,1749000,2165,3058.0,1929,29,4.0,3.0,89176,119222,43426,16.8%,60,807.8521939953811,215751.73446326563
1155,Condo/Co-op,555 Laurel Ave #401,SAN MATEO,94401,1725000,2035,92393.0,1980,29,2.0,2.5,89176,119222,43426,16.8%,60,847.6658476658477,32222.260284917196
1156,Single Family Residential,1527 Cobb St,SAN MATEO,94401,950000,1000,5000.0,1953,29,3.0,1.0,89176,119222,43426,16.8%,60,950.0,542262.7417715153
1157,Single Family Residential,1765 Royal Ave,SAN MATEO,94401,895000,1080,5100.0,1955,29,3.0,2.0,89176,119222,43426,16.8%,60,828.7037037037037,295557.94817795046
1158,Single Family Residential,615 Prospect Row,SAN MATEO,94401,2488000,1800,7050.0,1923,29,3.0,2.0,89176,119222,43426,16.8%,60,1382.2222222222222,1242040.6054222824
1159,Single Family Residential,1239 Norton St,San Mateo,94401,1199000,1070,5500.0,1953,29,3.0,2.0,89176,119222,43426,16.8%,60,1120.5607476635514,609004.3587286777
1160,Single Family Residential,20 Archer Ct,SAN MATEO,94401,1473000,1460,6750.0,1949,29,3.0,2.0,89176,119222,43426,16.8%,60,1008.9041095890411,530260.1755771844
1161,Condo/Co-op,711 S Bayshore Blvd #3,SAN MATEO,94401,399000,675,,1984,29,1.0,1.0,89176,119222,43426,16.8%,60,591.1111111111111,-47095.69512126583
1162,Single Family Residential,1026-1028 N Humboldt St,SAN MATEO,94401,2988888,4000,7650.0,2019,29,8.0,6.5,89176,119222,43426,16.8%,60,747.222,13367.35655941395
1163,Condo/Co-op,601 Laurel Ave #808,SAN MATEO,94401,695000,1200,31359.0,1992,29,2.0,1.0,89176,119222,43426,16.8%,60,579.1666666666666,-64987.5714799976
1164,Condo/Co-op,1 Baldwin Ave #219,SAN MATEO,94401,528888,1000,86325.0,1988,29,1.0,1.0,89176,119222,43426,16.8%,60,528.888,-212562.1901182055
1165,Condo/Co-op,555 Laurel Ave #317,SAN MATEO,94401,1498000,1786,92393.0,1980,29,2.0,2.0,89176,119222,43426,16.8%,60,838.7458006718925,90327.83939202083
1166,Single Family Residential,2203 Portsmouth Way,SAN MATEO,94403,1398000,1510,7000.0,1956,33,4.0,2.0,123968,159731,60951,27.6%,84,925.8278145695364,641090.598709628
1167,Single Family Residential,534 La Casa Ave,SAN MATEO,94403,1888000,1705,5200.0,1955,33,3.0,2.0,123968,159731,60951,27.6%,84,1107.3313782991202,791014.311523085
1168,Single Family Residential,189 41st Ave,SAN MATEO,94403,1398000,1291,5025.0,1940,33,2.0,1.5,123968,159731,60951,27.6%,84,1082.88148721921,575033.6754288692
1169,Single Family Residential,3518 Branson Dr,SAN MATEO,94403,1275000,1480,5000.0,1948,33,3.0,2.0,123968,159731,60951,27.6%,84,861.4864864864865,383298.7748117519
1170,Single Family Residential,1219 Homewood Ave,SAN MATEO,94403,2198000,2610,10971.0,1963,33,4.0,2.5,123968,159731,60951,27.6%,84,842.1455938697318,383274.3010398445
1171,Single Family Residential,2523 Holland St,SAN MATEO,94403,1150000,1470,5000.0,1956,33,3.0,3.0,123968,159731,60951,27.6%,84,782.3129251700681,147026.55568881973
1172,Townhouse,402 Derby Ave,SAN MATEO,94403,1399000,1350,7529.0,2014,33,2.0,2.5,123968,159731,60951,27.6%,84,1036.2962962962963,389608.5864490621
1173,Condo/Co-op,1625 Marina Ct Unit A,SAN MATEO,94403,738888,1000,,1961,33,2.0,1.0,123968,159731,60951,27.6%,84,738.888,235085.40625378524
1174,Single Family Residential,3921 Gillis Dr,SAN MATEO,94403,1498000,1080,5000.0,1950,33,3.0,1.0,123968,159731,60951,27.6%,84,1387.037037037037,1087297.531318502
1175,Townhouse,3377 La Selva St Apt D,SAN MATEO,94403,838000,905,79870.0,1963,33,3.0,2.0,123968,159731,60951,27.6%,84,925.9668508287293,464631.31217987416
1176,Single Family Residential,1814 Adams St,San Mateo,94403,1099000,1156,5001.0,1956,33,3.0,1.0,123968,159731,60951,27.6%,84,950.6920415224913,618262.4406525753
1177,Single Family Residential,2816 Juniper St,SAN MATEO,94403,1500000,1750,5976.0,1935,33,3.0,2.0,123968,159731,60951,27.6%,84,857.1428571428571,366045.81796528935
1178,Single Family Residential,1640 Barroilhet Ave,BURLINGAME,94010,4650000,2555,7500.0,1952,39,4.0,3.5,144281,235979,89944,37.5%,11,1819.9608610567514,2871885.676616499
1179,Townhouse,16 Lorton Ave #3,BURLINGAME,94010,1398000,1400,7500.0,1982,39,2.0,2.5,144281,235979,89944,37.5%,11,998.5714285714286,452864.7748979571
1180,Single Family Residential,168 Tobin Clark Dr,HILLSBOROUGH,94010,6990000,7380,47699.0,1990,39,6.0,7.0,144281,235979,89944,37.5%,11,947.1544715447154,742290.5926909084
1181,Single Family Residential,128 Bancroft Rd,BURLINGAME,94010,1990000,1640,6000.0,1924,39,3.0,2.0,144281,235979,89944,37.5%,11,1213.4146341463415,1061319.1008194303
1182,Single Family Residential,105 Baywood Ave,HILLSBOROUGH,94010,9880000,9355,33106.0,1892,39,8.0,7.0,144281,235979,89944,37.5%,11,1056.1197220737574,2187836.8234181684
1183,Single Family Residential,38818 Altura St,Fremont,94536,1299777,2472,7715.0,1977,34,4.0,3.0,116609,136107,46643,20.6%,47,525.7997572815534,-434695.8102126019
1184,Single Family Residential,36554 Coronado Dr,Fremont,94536,1090000,1586,7555.0,1953,34,4.0,3.5,116609,136107,46643,20.6%,47,687.2635561160151,103806.73074448784
1185,Single Family Residential,4432 Cordova Pl,Fremont,94536,1265000,2160,9642.0,1965,34,4.0,3.0,116609,136107,46643,20.6%,47,585.6481481481482,-184373.5540503296
1186,Single Family Residential,398 L St,Fremont,94536,1599000,3128,8034.0,1985,34,6.0,4.0,116609,136107,46643,20.6%,47,511.18925831202046,-523402.2554693846
1187,Single Family Residential,3049 Reynolds Ct,Fremont,94536,1149800,1708,6827.0,1972,34,4.0,2.0,116609,136107,46643,20.6%,47,673.1850117096019,227604.4183417412
1188,Single Family Residential,4118 Wakefield Loop,Fremont,94536,1299800,2160,9973.0,1964,34,4.0,3.0,116609,136107,46643,20.6%,47,601.7592592592592,-149382.50736341672
1189,Single Family Residential,356 Sandstone Dr,FREMONT,94536,1189000,1789,3813.0,1989,34,4.0,2.5,116609,136107,46643,20.6%,47,664.6171045276691,130731.57412905665
1190,Single Family Residential,38063 Stenhammer Dr,Fremont,94536,950000,1446,7440.0,1960,34,3.0,2.0,116609,136107,46643,20.6%,47,656.984785615491,104068.9396956244
1191,Single Family Residential,4430 Kennett Ter,FREMONT,94536,1155000,2422,1965.0,2016,34,4.0,3.5,116609,136107,46643,20.6%,47,476.87861271676303,-601006.1265199671
1192,Single Family Residential,2385 Archer Ave,Fremont,94536,1219000,2122,6700.0,1963,34,4.0,3.0,116609,136107,46643,20.6%,47,574.4580584354383,-195547.05540427938
1193,Single Family Residential,35476 Morley Pl,FREMONT,94536,1190000,1942,6960.0,1971,34,4.0,2.0,116609,136107,46643,20.6%,47,612.7703398558187,55890.44308916712
1194,Townhouse,3526 Altamira Ter,FREMONT,94536,897000,1519,1132.0,2006,34,3.0,2.5,116609,136107,46643,20.6%,47,590.5200789993416,-83292.80469601613
1195,Single Family Residential,4596 GERTRUDE Dr,Fremont,94536,1199999,1460,6680.0,1960,34,3.0,2.0,116609,136107,46643,20.6%,47,821.9171232876712,341377.8956479626
1196,Condo/Co-op,38862 Cherry Glen Cmn #135,Fremont,94536,679800,1168,,1987,34,2.0,2.0,116609,136107,46643,20.6%,47,582.0205479452055,-82814.45225705719
1197,Condo/Co-op,3369 Foxtail Ter,FREMONT,94536,453000,750,,1986,34,2.0,1.0,116609,136107,46643,20.6%,47,604.0,188273.21522885386
1198,Single Family Residential,35203 Gawain Ct,Fremont,94536,1200000,2183,6234.0,1975,34,4.0,2.0,116609,136107,46643,20.6%,47,549.7022446174989,-153323.78762180265
1199,Single Family Residential,38551 Granville Dr,Fremont,94536,1119777,1474,7280.0,1960,34,3.0,2.0,116609,136107,46643,20.6%,47,759.6858887381276,248465.851600301
1200,Condo/Co-op,1030 WALNUT Ave,Fremont,94536,474000,895,,1984,34,1.0,1.0,116609,136107,46643,20.6%,47,529.608938547486,-85290.43938627013
1201,Single Family Residential,37807 Freesia Ct,Fremont,94536,2149000,3400,6865.0,2000,34,6.0,4.5,116609,136107,46643,20.6%,47,632.0588235294117,-282221.4643870555
1202,Townhouse,27 Sea Crest Ter,FREMONT,94536,855000,1705,1950.0,1988,34,3.0,2.5,116609,136107,46643,20.6%,47,501.466275659824,-290450.2638219439
1203,Single Family Residential,38660 Canyon Heights Dr,Fremont,94536,1249000,2186,8002.0,1977,34,4.0,3.0,116609,136107,46643,20.6%,47,571.363220494053,-226233.33895322867
1204,Single Family Residential,37884 3Rd St,Fremont,94536,1200000,2688,5000.0,1930,34,5.0,4.0,116609,136107,46643,20.6%,47,446.42857142857144,-676577.8808294027
1205,Multi-Family (2-4 Unit),38870 Bell St,Fremont,94536,1800000,4199,7551.0,1970,34,8.0,4.0,116609,136107,46643,20.6%,47,428.67349368897356,-963298.6269640373
1206,Single Family Residential,350 Mayhews Rd,Fremont,94536,3800000,1752,9648322.0,1950,34,3.0,2.0,116609,136107,46643,20.6%,47,2168.9497716894975,2678611.3009515787
1207,Single Family Residential,4747 Hansen Ave,Fremont,94536,1149000,2200,10005.0,1900,34,3.0,3.0,116609,136107,46643,20.6%,47,522.2727272727273,-487725.93703247374
1208,Townhouse,37315 Gosling Ter,Fremont,94536,860981,1436,,2020,34,3.0,3.0,116609,136107,46643,20.6%,47,599.5689415041783,-106156.70714678301
1209,Townhouse,4121 Peralta Blvd,Fremont,94536,907425,1441,,2020,34,3.0,3.0,116609,136107,46643,20.6%,47,629.7189451769605,-64244.865735233645
1210,Townhouse,37301 Maple St,Fremont,94536,941332,1774,,2020,34,3.0,3.0,116609,136107,46643,20.6%,47,530.6268320180384,-332179.6277260422
1211,Townhouse,4119 Peralta Blvd,Fremont,94536,984990,1652,,2019,34,3.0,3.0,116609,136107,46643,20.6%,47,596.2409200968523,-177745.91148093506
1212,Townhouse,4051 Sunset Ter,Fremont,94536,948000,1689,2466.0,1989,34,3.0,2.5,116609,136107,46643,20.6%,47,561.278863232682,-183138.40302581503
1213,Condo/Co-op,3479 Pennsylvania Cmn,Fremont,94536,639000,944,99999999.0,1981,34,2.0,2.0,116609,136107,46643,20.6%,47,676.9067796610169,80572.53262700688
1214,Single Family Residential,37253 Dutra Way,Fremont,94536,850000,1341,5429.0,1951,34,3.0,2.0,116609,136107,46643,20.6%,47,633.855331841909,100963.69023530348
1215,Single Family Residential,40571 Creston St,Fremont,94538,1150000,1556,6331.0,1961,20,4.0,2.0,106139,123361,41897,15.1%,37,739.0745501285347,126266.89883158263
1216,Single Family Residential,40751 creston,Fremont,94538,1150000,1556,6331.0,1961,20,4.0,2.0,106139,123361,41897,15.1%,37,739.0745501285347,126266.89883158263
1217,Single Family Residential,4673 NE Hampshire Way,Fremont,94538,925000,1402,6633.0,1962,20,3.0,2.0,106139,123361,41897,15.1%,37,659.7717546362339,-122846.81225493597
1218,Single Family Residential,5053 Hilo St,Fremont,94538,899000,1324,6120.0,1962,20,4.0,2.0,106139,123361,41897,15.1%,37,679.0030211480363,85368.01064877631
1219,Condo/Co-op,39331 Marbella Terraza,Fremont,94538,838000,1578,,1991,20,2.0,3.0,106139,123361,41897,15.1%,37,531.0519645120405,-657240.4602172854
1220,Single Family Residential,4866 Seneca Park Ave,FREMONT,94538,1390000,1285,5700.0,1961,20,3.0,2.0,106139,123361,41897,15.1%,37,1081.7120622568093,448396.74540172075
1221,Condo/Co-op,5613 Impatiens Cmn,Fremont,94538,699888,1157,,1994,20,2.0,2.5,106139,123361,41897,15.1%,37,604.9161624891962,-354913.7657282206
1222,Single Family Residential,3040 Cadman Rd,Fremont,94538,945000,975,10703.0,1959,20,3.0,1.0,106139,123361,41897,15.1%,37,969.2307692307693,403580.8340640125
1223,Single Family Residential,40443 Sundale Dr,FREMONT,94538,949950,1152,7730.0,1960,20,3.0,2.0,106139,123361,41897,15.1%,37,824.609375,129093.21054141922
1224,Condo/Co-op,3888 Invent Ter #203,FREMONT,94538,1035000,1528,,2019,20,3.0,2.0,106139,123361,41897,15.1%,37,677.3560209424083,-137946.86983793043
1225,Single Family Residential,42448 Areca Palm St,Fremont,94538,2498888,3355,3700.0,2018,20,4.0,4.5,106139,123361,41897,15.1%,37,744.8250372578242,-463425.8294583
1226,Townhouse,39118 Memorial St,Fremont,94538,948000,1411,,2019,20,3.0,3.0,106139,123361,41897,15.1%,37,671.8639262934089,-237702.52167271636
1227,Townhouse,39132 Memorial St,Fremont,94538,1146000,1790,,2019,20,4.0,4.0,106139,123361,41897,15.1%,37,640.2234636871508,-338535.15655791666
1228,Condo/Co-op,39784 Bissy Cmn,Fremont,94538,619000,1067,,1980,20,2.0,2.0,106139,123361,41897,15.1%,37,580.1312089971884,-292144.17611706373
1229,Condo/Co-op,3658 Capitol Ave Unit 312 A,Fremont,94538,1038000,2013,10.0,2019,20,3.0,3.5,106139,123361,41897,15.1%,37,515.6482861400895,-752778.497124431
1230,Condo/Co-op,44868 Fremont Blvd #200,Fremont,94538,885000,1279,,2019,20,2.0,2.0,106139,123361,41897,15.1%,37,691.9468334636434,-225758.52105697477
1231,Condo/Co-op,3658 Capitol Ave Unit 404A,Fremont,94538,928000,1433,,2019,20,3.0,2.0,106139,123361,41897,15.1%,37,647.592463363573,-158835.8566573693
1232,Condo/Co-op,3768 Capitol Ave Unit 417B,Fremont,94538,818000,1109,,2019,20,2.0,2.0,106139,123361,41897,15.1%,37,737.6014427412083,-138665.12904965482
1233,Condo/Co-op,40700 Fremont Lot 50 L/W,Fremont,94538,1055390,2126,1037.0,2019,20,3.0,4.0,106139,123361,41897,15.1%,37,496.42050799623706,-897219.362625679
1234,Townhouse,40740 Fremont Blvd,Fremont,94538,969990,2126,,2020,20,3.0,4.0,106139,123361,41897,15.1%,37,456.25117591721545,-982810.4093125919
1235,Townhouse,40769 Squill Cmn Model,Fremont,94538,939990,1439,,2020,20,2.0,2.5,106139,123361,41897,15.1%,37,653.2244614315497,-375392.7239765709
1236,Townhouse,44808 Fremont Blvd Unit 1004 Bl4,Fremont,94538,929070,1502,,2019,20,2.0,2.5,106139,123361,41897,15.1%,37,618.5552596537949,-443226.8755041354
1237,Condo/Co-op,44899 Challenge Cmn Unit 400,Fremont,94538,929600,1279,,2019,20,2.0,2.0,106139,123361,41897,15.1%,37,726.817826426896,-181158.52105697477
1238,Condo/Co-op,3888 Invent Ter Unit 201,Fremont,94538,890748,1279,,2019,20,2.0,2.0,106139,123361,41897,15.1%,37,696.4409695074277,-220010.52105697477
1239,Condo/Co-op,44899 Challenge Cmn Unit 203,Fremont,94538,955164,1479,,2019,20,3.0,2.0,106139,123361,41897,15.1%,37,645.8174442190669,-173367.71567111462
1240,Condo/Co-op,44899 Challenge Cmn Unit 303,Fremont,94538,956092,1479,,2019,20,3.0,2.0,106139,123361,41897,15.1%,37,646.4448951994591,-172439.71567111462
1241,Condo/Co-op,3888 Invent Ter Unit 402,Fremont,94538,999618,1479,,2019,20,3.0,2.0,106139,123361,41897,15.1%,37,675.8742393509128,-128913.71567111462
1242,Condo/Co-op,3888 Invent Ter Unit 200,Fremont,94538,1062565,1701,,2019,20,3.0,2.5,106139,123361,41897,15.1%,37,624.6707818930041,-326598.6384005854
1243,Condo/Co-op,3888 Invent Ter Unit 400,Fremont,94538,1095888,1701,,2019,20,3.0,2.5,106139,123361,41897,15.1%,37,644.2610229276896,-293275.6384005854
1244,Townhouse,Liberty St,Fremont,94538,979000,1637,48451.0,1998,20,3.0,2.5,106139,123361,41897,15.1%,37,598.045204642639,-348140.0280432452
1245,Single Family Residential,281 Tordo Ct,FREMONT,94539,1568000,1881,7000.0,1974,28,3.0,2.0,170358,196616,61948,40.3%,4,833.5991493886231,221632.20853145677
1246,Townhouse,46922 Lundy Ter,Fremont,94539,749000,1018,,1981,28,2.0,1.5,170358,196616,61948,40.3%,4,735.7563850687623,79436.38656801754
1247,Single Family Residential,2543 Abaca Way,Fremont,94539,1299000,1828,4180.0,1971,28,4.0,2.5,170358,196616,61948,40.3%,4,710.6126914660831,105355.29715139023
1248,Townhouse,2839 Casita Ter,Fremont,94539,1375000,2105,,2015,28,4.0,3.5,170358,196616,61948,40.3%,4,653.206650831354,-196940.50567747257
1249,Single Family Residential,43492 Laurel Glen Cmn,FREMONT,94539,1968888,2850,5936.0,1998,28,5.0,3.5,170358,196616,61948,40.3%,4,690.8378947368421,-111583.19275520486
1250,Single Family Residential,43151 Calle Familia,Fremont,94539,1499000,2223,1793.0,2016,28,4.0,3.5,170358,196616,61948,40.3%,4,674.3139901034638,-180090.4950518196
1251,Single Family Residential,44137 Boitano Dr,Fremont,94539,1920000,2769,15309.0,1989,28,4.0,3.0,170358,196616,61948,40.3%,4,693.3911159263272,-189439.87096170709
1252,Single Family Residential,2223 Jackson St,Fremont,94539,999000,1114,7735.0,1954,28,4.0,2.0,170358,196616,61948,40.3%,4,896.7684021543986,515199.41866191867
1253,Single Family Residential,160 Cavalo Ct,Fremont,94539,2598000,3450,5787.0,2020,28,5.0,4.5,170358,196616,61948,40.3%,4,753.0434782608696,-149341.41328588966
1254,Single Family Residential,43227 Calle Dolorosa,Fremont,94539,5169000,6905,19752.0,1928,28,6.0,5.5,170358,196616,61948,40.3%,4,748.587979724837,-647781.7165898932
1255,Condo/Co-op,45168 Tom Blalock St #206,Fremont,94539,1102990,1730,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,637.5664739884393,-278807.89861921617
1256,Condo/Co-op,45168 Tom Blalock St #105,Fremont,94539,1208490,1680,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,719.3392857142857,-127986.31273471029
1257,Condo/Co-op,46923 Shale Cmn #3,FREMONT,94539,685000,936,,1987,28,2.0,2.0,170358,196616,61948,40.3%,4,731.8376068376068,29213.42589486437
1258,Single Family Residential,46719 Rancho Higuera Rd,Fremont,94539,1949950,2290,10158.0,1979,28,4.0,3.0,170358,196616,61948,40.3%,4,851.5065502183406,276601.388680988
1259,Single Family Residential,42059 Vinha Way,Fremont,94539,2418000,3475,4815.0,2020,28,4.0,4.5,170358,196616,61948,40.3%,4,695.8273381294964,-515515.3551520258
1260,Single Family Residential,347 Staircase Falls Cmn,Fremont,94539,1463345,2029,3575.0,2019,28,3.0,3.5,170358,196616,61948,40.3%,4,721.2148841793987,-203984.0308045589
1261,Single Family Residential,47518 S Curtain Falls Cmn,Fremont,94539,1509619,2172,2592.0,2019,28,3.0,3.5,170358,196616,61948,40.3%,4,695.0363720073665,-287329.7664342455
1262,Condo/Co-op,47112 Warm Springs Blvd #109,FREMONT,94539,629000,900,,1982,28,2.0,1.0,170358,196616,61948,40.3%,4,698.8888888888889,125608.3639708031
1263,Single Family Residential,44050 Linda Vista Rd,FREMONT,94539,2599888,4158,23504.0,1995,28,5.0,3.5,170358,196616,61948,40.3%,4,625.2736892736892,-665622.7394331382
1264,Single Family Residential,39021 Mission Blvd,Fremont,94539,1200000,2000,12052.0,1953,28,7.0,2.0,170358,196616,61948,40.3%,4,600.0,403831.41024703835
1265,Condo/Co-op,1849 Kilowatt Way #101,Fremont,94539,1596141,2460,,2020,28,4.0,3.5,170358,196616,61948,40.3%,4,648.8378048780488,-298537.9988920281
1266,Condo/Co-op,1951 Chroma Cmn #302,Fremont,94539,1529966,1890,,2019,28,3.0,2.5,170358,196616,61948,40.3%,4,809.5058201058201,107439.14075889648
1267,Condo/Co-op,49080 Meadowfaire #300,Fremont,94539,749800,1087,17889.0,2005,28,2.0,2.0,170358,196616,61948,40.3%,4,689.7884084636614,-46296.60384077672
1268,Single Family Residential,331 Tangelo Ct,Fremont,94539,2398000,3625,6900.0,2019,28,4.0,4.5,170358,196616,61948,40.3%,4,661.5172413793103,-671289.0661186306
1269,Single Family Residential,331 Tangelo Ct,Fremont,94539,2398000,3625,6900.0,2019,28,4.0,4.5,170358,196616,61948,40.3%,4,661.5172413793103,-671289.0661186306
1270,Single Family Residential,43135 Calle Sagrada,Fremont,94539,1619000,2277,1377.0,2019,28,4.0,3.5,170358,196616,61948,40.3%,4,711.0232762406675,-109610.94786782446
1271,Condo/Co-op,47112 WARM SPRINGS Blvd #107,Fremont,94539,639995,900,,1982,28,2.0,1.0,170358,196616,61948,40.3%,4,711.1055555555556,136603.3639708031
1272,Condo/Co-op,2348 Kinetic Cmn #104,Fremont,94539,1202190,1730,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,694.9075144508671,-179607.89861921617
1273,Condo/Co-op,2348 Kinetic Cmn #103,Fremont,94539,1104190,1730,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,638.2601156069364,-277607.89861921617
1274,Condo/Co-op,2348 Kinetic Cmn #304,Fremont,94539,1515190,2479,,2019,28,3.0,3.5,170358,196616,61948,40.3%,4,611.2101653892698,-560033.3037651111
1275,Condo/Co-op,2358 Velocity Cmn #300,Fremont,94539,1673990,3027,,2020,28,3.0,3.5,170358,196616,61948,40.3%,4,553.0194912454575,-898148.9317462076
1276,Single Family Residential,3173 Washington Blvd,FREMONT,94539,1395000,1166,18245.0,1906,28,3.0,2.0,170358,196616,61948,40.3%,4,1196.3979416809605,709722.0613899725
1277,Condo/Co-op,189 Mohave Cmn,Fremont,94539,729950,1200,,1986,28,2.0,2.0,170358,196616,61948,40.3%,4,608.2916666666666,-164943.50088841328
1278,Single Family Residential,3392 Monte Sereno Ter,Fremont,94539,3500000,4227,25268.0,1997,28,5.0,4.5,170358,196616,61948,40.3%,4,828.0104092737166,52755.21586788818
1279,Single Family Residential,45901 Hidden Valley Ter,Fremont,94539,4680000,5000,35164.0,1997,28,4.0,5.5,170358,196616,61948,40.3%,4,936.0,249762.18636501674
1280,Single Family Residential,3101 Driscoll Rd,Fremont,94539,4288888,6100,27705.0,1850,28,9.0,5.0,170358,196616,61948,40.3%,4,703.0963934426229,-233371.01409622375
1281,Condo/Co-op,132 Hackamore Ln,Fremont,94539,625000,740,,1983,28,2.0,2.0,170358,196616,61948,40.3%,4,844.5945945945946,147638.22930977913
1282,Single Family Residential,177 MISSION Rd,Fremont,94539,2220000,4100,6500.0,2011,28,5.0,5.5,170358,196616,61948,40.3%,4,541.4634146341464,-1233610.7724067783
1283,Condo/Co-op,96 Zenith Cmn,FREMONT,94539,999000,1848,,2019,28,4.0,3.5,170358,196616,61948,40.3%,4,540.5844155844156,-340751.74097876484
1284,Single Family Residential,379 Tufa Falls Ter,Fremont,94539,1557664,2260,3776.0,2019,28,3.0,3.5,170358,196616,61948,40.3%,4,689.2318584070797,-319050.75759097585
1285,Single Family Residential,2465 TECADO Ter,Fremont,94539,10860000,12075,900820.0,1993,28,6.0,8.0,170358,196616,61948,40.3%,4,899.3788819875776,47527.86129153706
1286,Single Family Residential,565 Majestic Palm Ave,FREMONT,94539,2169900,3621,6000.0,2019,28,4.0,4.5,170358,196616,61948,40.3%,4,599.2543496271749,-895763.3392478698
1287,Condo/Co-op,221 Bridalveil Falls Cmn Unit 101H,Fremont,94539,799990,1496,,2019,28,2.0,2.5,170358,196616,61948,40.3%,4,534.7526737967914,-428915.91139508085
1288,Condo/Co-op,161 Bridalveil Falls Cmn Unit 101B,Fremont,94539,963265,1515,1.0,2019,28,2.0,2.0,170358,196616,61948,40.3%,4,635.8184818481848,-223459.0326289283
1289,Condo/Co-op,587 Hollow Falls Cmn Unit 19A,Fremont,94539,1270188,2154,,2019,28,3.0,3.5,170358,196616,61948,40.3%,4,589.6880222841226,-510444.9955158236
1290,Single Family Residential,595 Majestic Palm Ave,FREMONT,94539,2159900,3742,6469.0,2019,28,4.0,4.5,170358,196616,61948,40.3%,4,577.2047033671834,-1015441.5770883742
1291,Single Family Residential,42047 Paseo Padre Pkwy,Fremont,94539,1680000,2028,6868.0,1973,28,4.0,2.0,170358,196616,61948,40.3%,4,828.4023668639053,364090.9416418057
1292,Condo/Co-op,87 Zenith Cmn,Fremont,94539,799900,1248,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,640.9455128205128,-144997.81069258018
1293,Single Family Residential,347 Staircase Falls Common | Lot 32,Fremont,94539,1463345,2029,,2020,28,3.0,4.0,170358,196616,61948,40.3%,4,721.2148841793987,-263579.15889373654
1294,Single Family Residential,389 Tufa Falls Terrace | Lot 21,Fremont,94539,1504889,2172,,2020,28,3.0,4.0,170358,196616,61948,40.3%,4,692.8586556169429,-351654.89452342317
1295,Multi-Family (2-4 Unit),171 Bridalveil Falls Common | Lot 101c,Fremont,94539,951498,1496,,2020,28,2.0,2.0,170358,196616,61948,40.3%,4,636.0280748663101,-218194.87667972897
1296,Condo/Co-op,39429 Mission Blvd,Fremont,94539,1199900,1848,,2019,28,4.0,3.5,170358,196616,61948,40.3%,4,649.2965367965368,-139851.74097876484
1297,Condo/Co-op,39425 Mission Blvd,Fremont,94539,924900,1248,,2019,28,2.0,2.0,170358,196616,61948,40.3%,4,741.1057692307693,-19806.764005667297
1298,Condo/Co-op,39421 Mission Blvd,Fremont,94539,849900,1023,,2019,28,2.0,2.0,170358,196616,61948,40.3%,4,830.791788856305,109140.37247460894
1299,Multi-Family (2-4 Unit),567 Hallow Falls Common | Lot 19c,Fremont,94539,1337686,2251,,2019,28,3.0,4.0,170358,196616,61948,40.3%,4,594.2629942247889,-590274.9535340294
1300,Multi-Family (2-4 Unit),547 Hallow Falls Common | Lot 19e,Fremont,94539,1371723,2251,,2019,28,3.0,4.0,170358,196616,61948,40.3%,4,609.3838294091515,-556237.9535340294
1301,Condo/Co-op,42111 Osgood Rd. 418,Fremont,94539,817040,1356,,2019,28,3.0,3.0,170358,196616,61948,40.3%,4,602.5368731563422,-180856.40339684638
1302,Condo/Co-op,42111 Osgood Rd. 322,Fremont,94539,630242,906,,2019,28,2.0,2.0,170358,196616,61948,40.3%,4,695.6313465783664,-4465.116555647459
1303,Condo/Co-op,42111 Osgood Rd. 230,Fremont,94539,793564,1154,,2019,28,3.0,2.0,170358,196616,61948,40.3%,4,687.6637781629116,97574.96638108697
1304,Single Family Residential,379 Tufa Falls Terrace | Lot 20,Fremont,94539,1557664,2260,,2019,28,3.0,4.0,170358,196616,61948,40.3%,4,689.2318584070797,-378454.8389932406
1305,Condo/Co-op,45128 Warm Springs Blvd,Fremont,94539,982595,1300,,2019,28,2.0,2.0,170358,196616,61948,40.3%,4,755.8423076923077,-9246.21332555334
1306,Condo/Co-op,6462 BUENA VISTA Dr Unit B,Newark,94560,548880,1058,,1985,32,1.0,1.0,108181,126240,39107,14.6%,9,518.7901701323251,-192837.9495074004
1307,Single Family Residential,6784 Grasshopper Ave,NEWARK,94560,1772743,3679,5819.0,2020,32,4.0,4.0,108181,126240,39107,14.6%,9,481.8545800489263,-1217304.157257088
